RAZ Level,Book Title,单词1,单词2,单词3,单词4,单词5,单词6,单词7,单词8,单词9,单词10,单词11,单词12,单词13,单词14,单词15,单词16,单词17,单词18,单词19,单词20,单词21
B,摇摆,悉尼,摇摆,旁,之间,鸡,巢,农场,摇摆,,,,,,,,,,,,,
B,Swing,Sydney,Swing,beside,between,chickens,nest,farm,swing,,,,,,,,,,,,,
B,桥梁,桥梁,制成,金属,绳索,石头,木头,,,,,,,,,,,,,,,
B,Bridges,bridges,made,metal,rope,stone,wood,,,,,,,,,,,,,,,
B,在哪里,熊,棕色的,父亲,蜂蜜,房子,母亲,,,,,,,,,,,,,,,
B,Where,bear,brown,father,honey,house,mother,,,,,,,,,,,,,,,
B,这些是他的还是她的,衣服,夹克,牛仔裤,睡衣,衬衫,短裤,,,,,,,,,,,,,,,
B,Are These His or Hers,clothes,jacket,jeans,pajamas,shirt,shorts,,,,,,,,,,,,,,,
B,懒露露,打击,羽毛,飞,懒惰的,叶子,种子,,,,,,,,,,,,,,,
B,Lazy Lulu,blows,feather,fly,lazy,leaf,seed,,,,,,,,,,,,,,,
B,轻和重,狗,重的,举起,光,日志,岩石,戳,,,,,,,,,,,,,,
B,Light and Heavy,dog,heavy,lift,light,log,rock,stick,,,,,,,,,,,,,,
B,饥饿的山羊,吃,衣服,山羊,数学,问题,臭的,,,,,,,,,,,,,,,
B,The Hungry Goat,ate,clothes,goat,math,problem,stinky,,,,,,,,,,,,,,,
B,三只小鸟,离开,婴儿,鸟类,飞了,长大了,最后的,妈妈,休息,,,,,,,,,,,,,
B,Three Baby Birds,away,baby,birds,flew,grew,last,mama,rest,,,,,,,,,,,,,
B,两只小迪奇鸟,离开,后退,迪基鸟,飞,爬坡道,遇见,,,,,,,,,,,,,,,
B,Two Little Dicky Birds,away,back,dicky birds,fly,hill,met,,,,,,,,,,,,,,,
B,湿沃利,午餐,电话,鞋,游泳,领带,湿的,,,,,,,,,,,,,,,
B,Wet Wally,lunch,phone,shoes,swimming,tie,wet,,,,,,,,,,,,,,,
B,放下它,汉堡,玩具娃娃,降低,键,纸,拖鞋,,,,,,,,,,,,,,,
B,Drop It,burger,doll,drop,keys,paper,slipper,,,,,,,,,,,,,,,
B,城市里的老鼠,城市,攀登,隐藏,幸运的,蚕食,气味,,,,,,,,,,,,,,,
B,Mouse in the City,city,climbs,hides,lucky,nibbles,smells,,,,,,,,,,,,,,,
B,电线上的乌鸦,其他,离开,乌鸦,飞了,登陆,金属丝,,,,,,,,,,,,,,,
B,Crows on a Wire,another,away,crow,flew,landed,wire,,,,,,,,,,,,,,,
B,醒来,公鸡,农民,马,长的,公鸡,睡了,醒了,,,,,,,,,,,,,,
B,Wake up,Rooster,farmer,horse,long,rooster,slept,woke,,,,,,,,,,,,,,
B,做一个超级英雄,岬,面具,肌肉,力量,节省,超级英雄,,,,,,,,,,,,,,,
B,Make a Superhero,cape,mask,muscle,power,saves,superhero,,,,,,,,,,,,,,,
B,这只乌龟,龟,小的,游泳,走,挖掘,折断,隐藏,,,,,,,,,,,,,,
B,This Turtle,turtle,small,swim,walk,digg,snap,hide,,,,,,,,,,,,,,
C,动物园里有什么,熊,恐龙,大象,长颈鹿,狮子,猴子,海狮,老虎,动物园,,,,,,,,,,,,
C,What Is at the Zoo,bears,dinosaurs,elephants,giraffes,lions,monkeys,sea lions,tigers,zoo,,,,,,,,,,,,
C,更多小动物,被称为,驴,大猩猩,知道,考拉,猫头鹰,,,,,,,,,,,,,,,
C,More Baby Animals,called,donkey,gorilla,know,koala,owl,,,,,,,,,,,,,,,
C,关于蜘蛛的一切,爬,鸡蛋,八,铺设,丝绸,蜘蛛,,,,,,,,,,,,,,,
C,All About Spiders,climb,eggs,eight,lays,silk,spiders,,,,,,,,,,,,,,,
C,瓢虫,颜色,昆虫,瓢虫,植物,斑点,条纹,,,,,,,,,,,,,,,
C,Ladybugs,colors,insects,ladybugs,plants,spots,stripes,,,,,,,,,,,,,,,
C,苹果树,开花,来了,循环,成长,发芽,等待,,,,,,,,,,,,,,,
C,Apple Tree,blooms,comes,cycle,grows,sprout,wait,,,,,,,,,,,,,,,
C,青蛙如何生长,鸡蛋,小青蛙,青蛙,生长,铺设,腿,较小,蝌蚪,尾巴,,,,,,,,,,,,
C,How Frogs Grow,eggs,froglets,frogs,grow,lays,legs,smaller,tadpoles,tails,,,,,,,,,,,,
C,妈妈们做了很多事,拥抱,喂养,保护,歌唱,教学,洗涤,,,,,,,,,,,,,,,
C,Moms Do So Much,cuddling,feeding,protecting,singing,teaching,washing,,,,,,,,,,,,,,,
C,艾莉和奥利,追赶,狗,人们,姐妹,睡觉,思考,,,,,,,,,,,,,,,
C,Allie and Ollie,chase,dogs,people,sisters,sleep,think,,,,,,,,,,,,,,,
C,动物吃什么,虫子,紧缩,鱼,水果,草,吞咽,树叶,咀嚼,种子,吸食,扎普,,,,,,,,,,
C,What Animals Eat,bugs,crunch,fish,fruit,grass,gulp,leaves,munch,seeds,slurp,zap,,,,,,,,,,
C,加拿大的动物,熊,鹰,鹅,生活,潜鸟,驼鹿,,,,,,,,,,,,,,,
C,The Animals of Canada,bear,eagle,goose,lives,loon,moose,,,,,,,,,,,,,,,
C,不同种类的鲨鱼,不同的,鲨鱼,锋利的,斑点,条纹,牙齿,,,,,,,,,,,,,,,
C,Different Kinds of Sharks,different,sharks,sharp,spots,stripes,teeth,,,,,,,,,,,,,,,
C,我们计数,数数,蟋蟀,跳蚤,幼虫,蛞蝓,十,,,,,,,,,,,,,,,
C,We Count,count,crickets,fleas,grubs,slugs,ten,,,,,,,,,,,,,,,
C,多种恐龙,恐龙,头,种类,腿,居住,牙齿,,,,,,,,,,,,,,,
C,Many Kinds of Dinosaurs,dinosaur,head,kind,leg,live,teeth,,,,,,,,,,,,,,,
C,雪花瀑布,云,沙漠,瀑布,森林,山,平原,,,,,,,,,,,,,,,
C,Snow Falls,clouds,desert,falls,forest,mountains,plains,,,,,,,,,,,,,,,
C,奇怪的动物,动物,蓝龙,活的,红润,奇怪的,水熊虫,,,,,,,,,,,,,,,
C,Strange Animals,animals,blue dragon,living,rosy,strange,water bear,,,,,,,,,,,,,,,
C,那是一种水果,牛油果,茄子,水果,南瓜,惊喜,番茄,,,,,,,,,,,,,,,
C,That's a Fruit,avocado,eggplant,fruits,pumpkin,surprise,tomato,,,,,,,,,,,,,,,
C,关于企鹅的一切,鸟类,黑色的,寒冷的,企鹅,游泳,白色的,,,,,,,,,,,,,,,
C,All About Penguins,birds,black,cold,penguins,swim,white,,,,,,,,,,,,,,,
C,关于蚯蚓的一切,大的,蓝色的,棕色的,蚯蚓,植物,红色的,戒指,小的,土壤,,,,,,,,,,,,
C,All about Earthworms,big,blue,brown,earthworm,plant,red,ring,small,soil,,,,,,,,,,,,
C,冰,形式,冻结,冰,滑,水,湿的,,,,,,,,,,,,,,,
C,Ice,forms,freezes,ice,slippery,water,wet,,,,,,,,,,,,,,,
C,蜇人的动物,保卫,伤害,海蜇,安全的,蜇,黄蜂,,,,,,,,,,,,,,,
C,Animals That Sting,defend,hurt,jellyfish,safe,sting,wasp,,,,,,,,,,,,,,,
C,多少？,武器,蜡烛,八,眼睛,五,四,风筝,九,看,七,六,微笑,三,二,轮子,视窗,翅膀,,,,
C,How Many?,arms,candles,eight,eyes,five,four,kites,nine,see,seven,six,smiles,three,two,wheels,windows,wings,,,,
C,螺旋,无处不在的螺旋,云,手指,喇叭,形状,壳,螺旋,,,,,,,,,,,,,,
C,Spirals,Spirals Everywhere,cloud,finger,horn,shape,shell,spiral,,,,,,,,,,,,,,
C,空间,彗星,天,月亮,夜晚,行星,卫星,天空,空间,星星,,,,,,,,,,,,
C,Space,comets,day,Moon,night,planets,satellites,sky,space,stars,,,,,,,,,,,,
C,月亮,变化,循环,黑暗的,不同的,满的,薄的,,,,,,,,,,,,,,,
C,The Moon,changes,cycle,dark,different,full,thin,,,,,,,,,,,,,,,
C,过去和现在,相机,手机,电脑,新的,老的,电视,,,,,,,,,,,,,,,
C,Then and Now,camera,cell phone,computer,new,old,television,,,,,,,,,,,,,,,
C,伍西乐队即兴演奏会,班卓琴,熊,鼓,麋鹿,小提琴,横笛,狐狸,喇叭,果酱,猫头鹰,兔子,狸,春天,土拨鼠,,,,,,,
C,The Woodsy Band Jam,banjo,bear,drum,elk,fiddle,fife,fox,horn,jam,owl,rabbit,raccoon,spring,woodchuck,,,,,,,
C,好吃,好吃,苹果,香蕉,胡萝卜,曲奇饼,玉米棒子,果酱,利马豆,豌豆,比萨,爆米花,令人讨厌的,好吃,,,,,,,,
C,Yummy,Yummy,apples,bananas,carrots,cookies,corn on the cob,jam,lima beans,peas,pizza,popcorn,yucky,yummy,,,,,,,,
C,将土豆捣碎,熬,数数,吃,捣碎,果皮,土豆,,,,,,,,,,,,,,,
C,Mash the Potatoes,boil,count,eat,mash,peels,potatoes,,,,,,,,,,,,,,,
C,制作莎莎酱,筹码,香菜,柠檬汁,洋葱,胡椒,辣椒,萨尔萨舞,盐,番茄,,,,,,,,,,,,
C,Making Salsa,chips,cilantro,lemon juice,onion,pepper,peppers,salsa,salt,tomato,,,,,,,,,,,,
C,我们学游泳,扣篮,漂浮,学习,桨,实践,游泳,,,,,,,,,,,,,,,
C,We Learn to Swim,dunk,float,learning,paddle,practice,swim,,,,,,,,,,,,,,,
C,寻找复活节彩蛋,复活节,鸡蛋,寻找,锅,耙,摇摆,,,,,,,,,,,,,,,
C,The Easter Egg Hunt,Easter,eggs,find,pot,rake,swing,,,,,,,,,,,,,,,
C,我能成为什么,鬼,万圣节,木乃伊,苍白,闪亮的,甜的,,,,,,,,,,,,,,,
C,What Can I Be,ghost,Halloween,mummy,pale,shiny,sweet,,,,,,,,,,,,,,,
C,离开,突突,漂浮,踏板,火箭,帆,飞涨,,,,,,,,,,,,,,,
C,Going Away,chug,float,pedal,rocket,sail,zoom,,,,,,,,,,,,,,,
C,一个叫做家的地方,城市,国家,家,状态,街道,世界,,,,,,,,,,,,,,,
C,A Place Called Home,city,country,home,state,street,world,,,,,,,,,,,,,,,
C,城市形状,六边形,椭圆形,矩形,形状,正方形,三角形,,,,,,,,,,,,,,,
C,City Shapes,hexagons,oval,rectangles,shapes,squares,triangles,,,,,,,,,,,,,,,
C,公路旅行,桥,坝,大峡谷,山,公路旅行,打哈欠,,,,,,,,,,,,,,,
C,Road Trip,bridge,dam,Grand Canyon,mountain,road trip,yawns,,,,,,,,,,,,,,,
C,阴影,被阻止,长的,圆形的,形状,短的,正方形,,,,,,,,,,,,,,,
C,Shadows,blocked,long,round,shape,short,square,,,,,,,,,,,,,,,
C,修建道路,建成,压扁的,碎石,绘,铺好的,传播,,,,,,,,,,,,,,,
C,Building a Road,built,flattened,gravel,painted,paved,spread,,,,,,,,,,,,,,,
C,飞机,飞机,细节,生长,主意,机器,主要的,地方,技巧,方式,,,,,,,,,,,,
C,Airplanes,airplanes,detail,grow,idea,machines,main,places,tricks,ways,,,,,,,,,,,,
C,岩石,巨石,坏了,山,卵石,岩石,石头,,,,,,,,,,,,,,,
C,Rocks,boulder,broke,mountain,pebble,rock,stone,,,,,,,,,,,,,,,
C,进来,男生,不能,狗,鸭子,大象,女孩,在,男人,猪,女士,,,,,,,,,,,
C,Get In,boy,cannot,dog,duck,elephant,girl,in,man,pig,woman,,,,,,,,,,,
C,我们买,银行,买,衣服,蜡笔,家具,工具,,,,,,,,,,,,,,,
C,We Buy,bank,buys,clothes,crayons,furniture,tools,,,,,,,,,,,,,,,
C,生日聚会,面包店,气球,生日,游戏,派对,购物,,,,,,,,,,,,,,,
C,Birthday Party,bakery,balloon,birthday,games,party,shopping,,,,,,,,,,,,,,,
C,秋季乐趣,雕刻,落下,朋友们,挑选,耙,烤,,,,,,,,,,,,,,,
C,Fall Fun,carve,fall,friends,pick,rake,roasted,,,,,,,,,,,,,,,
C,学校很忙,忙碌的,孩子们,数数,游戏,数字,图片,学校,分享,零食,歌曲,故事,玩具,,,,,,,,,
C,Busy at School,busy,children,count,game,numbers,picture,school,share,snacks,song,story,toys,,,,,,,,,
C,轮流,剪下,喝,第一的,读,滑动,转动,,,,,,,,,,,,,,,
C,Taking Turns,cut out,drink,first,read,slide,turn,,,,,,,,,,,,,,,
C,我们能画什么,画,毛茸茸,堆,蓬松的,淋浴,一起,,,,,,,,,,,,,,,
C,What Can We Draw,draw,hairy,heap,fluffy,shower,together,,,,,,,,,,,,,,,
C,我可以,猎豹,温顺,孔雀,自豪的,沉默的,蛞蝓,,,,,,,,,,,,,,,
C,I Can Be,cheetah,meek,peacock,proud,silent,slug,,,,,,,,,,,,,,,
C,展会上,公平的,最喜欢的,巨大的,绘,微小的,车轮,,,,,,,,,,,,,,,
C,At the Fair,fair,favorite,giant,painted,tiny,wheel,,,,,,,,,,,,,,,
C,刷牙的乐趣,后退,底部,刷子,正面,分钟,牙齿,牙膏,顶部,两次,,,,,,,,,,,,
C,Teeth Brushing Fun,back,bottom,brush,front,minutes,teeth,toothpaste,top,twice,,,,,,,,,,,,
C,我想要什么,狗,梦,喂养,拥抱,爱,玩,读,某物,教,想,走,,,,,,,,,,
C,What I Want,dog,dream,feed,hug,love,play,read,something,teach,want,walk,,,,,,,,,,
C,我的衣服太小,兄弟,长大了,小的,夏天,运动衫,也,,,,,,,,,,,,,,,
C,My Clothes Are Too Small,brother,grown,small,summer,sweatshirt,too,,,,,,,,,,,,,,,
C,对,骰子,眼睛,手套,一,一对,鞋,冰鞋,袜子,双胞胎,二,翅膀,,,,,,,,,,
C,Pairs,dice,eyes,gloves,one,pair,shoes,skates,socks,twins,two,wings,,,,,,,,,,
C,我到处寻找,壁橱,到处,看起来,鞋,玩具盒,在下面,,,,,,,,,,,,,,,
C,I Looked Everywhere,closet,everywhere,looked,shoe,toy box,under,,,,,,,,,,,,,,,
C,我不会,书,面具,图片,可怕的,歌曲,手表,,,,,,,,,,,,,,,
C,I Won't,book,mask,picture,scary,song,watch,,,,,,,,,,,,,,,
C,杰克和莉莉最喜欢的食物,鸡,不同的,猪肉,三文鱼,相同的,金枪鱼,,,,,,,,,,,,,,,
C,Jack and Lily's Favorite Food,chicken,different,pork,salmon,same,tuna,,,,,,,,,,,,,,,
C,春季大扫除,地下室,干净的,厨房,客厅,门廊,春天,,,,,,,,,,,,,,,
C,Spring Cleaning,basement,clean,kitchen,living room,porch,spring,,,,,,,,,,,,,,,
C,家用机器,混合器,干燥,冻结,机器,制作,洗,,,,,,,,,,,,,,,
C,Machines at Home,blender,dry,freeze,machines,make,wash,,,,,,,,,,,,,,,
C,我想知道,动物,猫,鱼,地段,咕噜声,羊,睡觉,想知道,羊毛,,,,,,,,,,,,
C,I wonder,animals,cats,fish,lots,purr,sheep,sleep,wonder,wool,,,,,,,,,,,,
C,离开,百合,吃,玩过,跑,读,坐,睡了,,,,,,,,,,,,,,
C,Go Away,Lily,ate,played,ran,read,sat,slept,,,,,,,,,,,,,,
C,露西做到了,铛,碰撞,丁,扑通扑通,撕裂,嗖嗖地,,,,,,,,,,,,,,,
C,Lucy Did It,clang,crash,ding,plop,rip,whoosh,,,,,,,,,,,,,,,
C,我们堆雪人,武器,眼睛,朋友们,房子,嘴,鼻子,玩,雪,雪人,汤,,,,,,,,,,,
C,We Make a Snowman,arms,eyes,friends,house,mouth,nose,play,snow,snowman,soup,,,,,,,,,,,
C,又新了,飞机,桶,鼓,堡,制作,电话,木偶,洒水器,事物,,,,,,,,,,,,
C,New Again,airplane,bucket,drum,fort,make,phone,puppet,sprinkler,things,,,,,,,,,,,,
C,打水仗,桶,面条,浸湿的,海绵,水枪,水气球,,,,,,,,,,,,,,,
C,Water Fight,bucket,noodle,soaked,sponge,squirt gun,water balloon,,,,,,,,,,,,,,,
C,工具,携带,挖掘,刀,重击,工具,独轮车,,,,,,,,,,,,,,,
C,Tools,carrying,digging,knife,pounding,tools,wheelbarrow,,,,,,,,,,,,,,,
C,选我！,同意,总是,每个人,踢球,最后的,挑选的,,,,,,,,,,,,,,,
C,Pick Me !,agreed,always,everyone,kickball,last,picked,,,,,,,,,,,,,,,
C,我们做出正确的选择,选择,公平的,健康,有帮助的,安静的,尝试,,,,,,,,,,,,,,,
C,We Make Good Choices,choices,fair,healthy,helpful,quiet,try,,,,,,,,,,,,,,,
C,早餐吃什么,熏肉,早餐,谷物,鸡蛋,水果,松饼,吐司,酸奶,,,,,,,,,,,,,
C,What's for Breakfast,bacon,breakfast,cereal,eggs,fruit,muffin,toast,yogurt,,,,,,,,,,,,,
C,冬帽,软盘,有趣的,毛茸茸的,模糊,帽子,长的,愚蠢的,穿,冬天,,,,,,,,,,,,
C,Winter Hats,floppy,funny,furry,fuzzy,hat,long,silly,wear,winter,,,,,,,,,,,,
C,你喜欢什么,蟋蟀,粉虫,蜘蛛,乌贼,奇怪,水虫,,,,,,,,,,,,,,,
C,You Like What,crickets,mealworms,spiders,squid,surprising,water bugs,,,,,,,,,,,,,,,
C,排灯节,蜡烛,节日,光明节,灯,中间,夜晚,,,,,,,,,,,,,,,
C,The Festival of Lights,candle,festival,Hanukkah,lights,middle,night,,,,,,,,,,,,,,,
C,我可以帮忙,干净的,洗,植物,制作,抓住,洗,喂养,,,,,,,,,,,,,,
C,I Can Help,clean,wash,plant,make,hold,wash,feed,,,,,,,,,,,,,,
C,安静或大声,游戏,图书馆,大声,地方,玩,安静的,,,,,,,,,,,,,,,
C,Quiet or Loud,game,library,loud,places,play,quiet,,,,,,,,,,,,,,,
C,有多少个轮子？,四,移动,一,三,二,轮子,,,,,,,,,,,,,,,
C,How Many Wheels?,four,move,one,three,two,wheels,,,,,,,,,,,,,,,
C,我穿什么,胸部,心,微笑,腰部,穿着,手腕,,,,,,,,,,,,,,,
C,What Do I Wear,chest,heart,smile,waist,wears,wrist,,,,,,,,,,,,,,,
C,洗手,浴室,之间,手指,宠物,喷嚏,洗,,,,,,,,,,,,,,,
C,Wash Your Hands,bathroom,between,fingers,pet,sneeze,wash,,,,,,,,,,,,,,,
C,大象洗车,司机,胎,大象,洗,笑,窗户,,,,,,,,,,,,,,,
C,Elephant Car Wash,driver,tire,elephant,washes,laughs,window,,,,,,,,,,,,,,,
C,事物如何发展,推,拉,举起,降低,卷,打,,,,,,,,,,,,,,,
C,How Things Move,push,pull,lift,drop,roll,hit,,,,,,,,,,,,,,,
C,秋季食品,苹果,甜菜,卷心菜,落下,食品,梨,土豆,南瓜,成熟,,,,,,,,,,,,
C,Fall Foods,apples,beets,cabbages,fall,foods,pears,potatoes,pumpkins,ripe,,,,,,,,,,,,
C,情怀,生气的,情怀,快乐的,伤心,害怕的,有时,,,,,,,,,,,,,,,
C,Feelings,angry,feelings,happy,sad,scared,sometimes,,,,,,,,,,,,,,,
C,我的工作是什么,艺术,老板,驱动器,职位,老师,女性,,,,,,,,,,,,,,,
C,What's My Job,art,boss,drives,jobs,teacher,women,,,,,,,,,,,,,,,
C,夜间是什么时候,眨,灯,夜间,上升,闪耀,睡觉,,,,,,,,,,,,,,,
C,When is Nighttime,blink,lights,nighttime,rises,shine,sleep,,,,,,,,,,,,,,,
C,咬一口,咬,甜点,讨厌的,一,盘子,拿,,,,,,,,,,,,,,,
C,Take a Bite,bite,dessert,hated,one,plate,take,,,,,,,,,,,,,,,
C,落下,玉米,霜,草,树叶,月亮,南瓜,,,,,,,,,,,,,,,
C,Fall,corn,frost,grass,leaves,moon,pumpkins,,,,,,,,,,,,,,,
C,现在是什么季节,改变,落下,生长,春天,夏天,冬天,,,,,,,,,,,,,,,
C,What Season Is It,change,fall,grow,spring,summer,winter,,,,,,,,,,,,,,,
C,我的老师,关怀,有创造力的,有帮助的,有趣的,聪明的,有才华的,,,,,,,,,,,,,,,
C,My Teacher,caring,creative,helpful,interesting,smart,talented,,,,,,,,,,,,,,,
C,谢尔曼确实很害羞,想要,盛大,自豪的,害羞的,当然,精彩的,,,,,,,,,,,,,,,
C,Sherman Sure Is Shy,fancy,grand,proud,shy,sure,wonderful,,,,,,,,,,,,,,,
C,自私的萨莎,橡皮,帮助,运气,自私,分享,时间,,,,,,,,,,,,,,,
C,Selfish Sasha,eraser,help,luck,selfish,share,time,,,,,,,,,,,,,,,
C,打开和关闭,书,盒子,笼,关闭,门,抽屉,罐,打开,快的,窗户,,,,,,,,,,,
C,Open and Close,book,box,cage,close,door,drawer,jar,open,quick,window,,,,,,,,,,,
C,房子里有一只老鼠,空气,船,杯子,狐狸,房子,茶,,,,,,,,,,,,,,,
C,There is a Mouse in the House,air,boat,cup,fox,house,tea,,,,,,,,,,,,,,,
C,蒙戈和可爱,奶奶,隐藏,午餐,好的,玩,跑步,尝试,,,,,,,,,,,,,,
C,Mongo and Cutie,Grandma,hide,lunch,nice,play,run,tries,,,,,,,,,,,,,,
C,一匹顽固的马,恳求,拉丝的,美联储,固执的,挠痒,洗过的,,,,,,,,,,,,,,,
C,One Stubborn Horse,begged,brushed,fed,stubborn,tickled,washed,,,,,,,,,,,,,,,
C,谁偷走了北极,拐杖糖,北极,白熊,驯鹿,圣诞老人,采取,,,,,,,,,,,,,,,
C,Who Stole the North Pole,candy cane,North pole,polar bear,reindeer,Santa,taken,,,,,,,,,,,,,,,
C,WHO,WHO,WHO,鳄鱼,吃,飞,打猎,猫头鹰,玩,读,唱歌,,,,,,,,,,,
C,Who,Who,Who,alligator,eat,fly,hunt,owl,play,read,sing,,,,,,,,,,,
C,艾比和佐茨,武器,不同的,眼睛,朋友们,腿,空间,,,,,,,,,,,,,,,
C,Abby and Zots,arms,different,eyes,friends,legs,space,,,,,,,,,,,,,,,
C,我想成为一只猫,打猎,跳,电影,咕噜声,划痕,拉紧,,,,,,,,,,,,,,,
C,I Want to Be a Cat,hunt,jump,movies,purr,scratch,stretch,,,,,,,,,,,,,,,
C,盒子,任何地方,后院,爬,山,海洋,特别的,,,,,,,,,,,,,,,
C,The Box,anywhere,backyard,climb,mountains,ocean,special,,,,,,,,,,,,,,,
C,太热了！,抓住,爬,热的,外部,骑,洒水器,,,,,,,,,,,,,,,
C,Too Hot !,catch,climb,hot,outside,ride,sprinkler,,,,,,,,,,,,,,,
C,建立一个世界,建造,云,空的,朋友们,水,世界,,,,,,,,,,,,,,,
C,Build a World,build,clouds,empty,friends,water,world,,,,,,,,,,,,,,,
C,风在移动什么,漂浮物,某物,电梯,轮流,推动,风,,,,,,,,,,,,,,,
C,What Does the Wind Move,floats,something,lifts,turns,pushes,wind,,,,,,,,,,,,,,,
C,我们都是人,衣服,居住,不同的,相同的,家园,世界,,,,,,,,,,,,,,,
C,We Are All People,clothes,live,different,same,homes,world,,,,,,,,,,,,,,,
C,制作音乐,木板,鼓,喇叭,采摘,拨浪鼓,弹奏,,,,,,,,,,,,,,,
C,Making Music,board,drum,horn,pluck,rattle,strum,,,,,,,,,,,,,,,
C,我的树屋,甲板,舒适,高的,看法,窗户,木制的,,,,,,,,,,,,,,,
C,My Tree House,deck,cozy,tall,view,window,wooden,,,,,,,,,,,,,,,
D,生长,蔬菜,生长,黄瓜,生长,洋葱,植物,沙拉,蔬菜,,,,,,,,,,,,,
D,Grow,Vegetables,Grow,cucumber,grow,onion,plants,salad,vegetables,,,,,,,,,,,,,
D,蜜蜂喂我,蜜蜂,最喜欢的,喂养,帮助,工作,没有,,,,,,,,,,,,,,,
D,Bees Feed Me,bees,favorite,feed,help,job,without,,,,,,,,,,,,,,,
D,观鲸,小心,码头,点,表面,棘手的,鲸鱼,,,,,,,,,,,,,,,
D,Whale Watching,carefully,docks,spot,surface,tricky,whales,,,,,,,,,,,,,,,
D,青蛙饿了,嗡嗡声,紧缩,吃,飞,食物,青蛙,跳,饥饿的,咀嚼,,,,,,,,,,,,
D,Frog is Hungry,buzz,crunch,eats,fly,food,frog,hop,hungry,munch,,,,,,,,,,,,
D,动物居住的地方,挖洞,章鱼,池塘,草原土拨鼠,鲸,土拨鼠,,,,,,,,,,,,,,,
D,Where Animals Live,burrow,octopus,pond,prairie dog,whale,woodchuck,,,,,,,,,,,,,,,
D,沼泽,干净的,淡水,健康,盐水,土壤,沼泽,,,,,,,,,,,,,,,
D,Swamps,clean,fresh water,healthy,salt water,soil,swamp,,,,,,,,,,,,,,,
D,蝙蝠的白天和黑夜,蝙蝠,洞穴,晚上,绞刑,打猎,返回,,,,,,,,,,,,,,,
D,Bats Day and Night,bats,cave,evening,hanging,hunting,returning,,,,,,,,,,,,,,,
D,欢迎回来,蝴蝶,鸡蛋,落下,北,植物,种子,南,春天,发芽,,,,,,,,,,,,
D,Welcome Back,Butterflies,eggs,fall,north,plants,seeds,south,spring,sprout,,,,,,,,,,,,
D,植物生长的地方,空气,里面,外部,植物,盆,岩石,沙,土壤,阳光,水,,,,,,,,,,,
D,Where Plants Grow,air,inside,outside,plants,pots,rocks,sand,soil,sunlight,water,,,,,,,,,,,
D,多雾路段,多雾路段,形式,冰,幽灵般的,仍然,水,,,,,,,,,,,,,,,
D,Fog,fog,form,ice,spooky,still,water,,,,,,,,,,,,,,,
D,云,蓝色的,奶油味的,较暗,模糊,巨型,蓬松,圆形的,天空,高的,厚的,,,,,,,,,,,
D,Clouds,blue,creamy,darker,fuzzy,jumbo,puffy,round,sky,tall,thick,,,,,,,,,,,
D,未来之花,灯泡,落下,计划,植物,春天,冬天,,,,,,,,,,,,,,,
D,Future Flowers,bulbs,fall,plan,plant,spring,winter,,,,,,,,,,,,,,,
D,在那块岩石下,幼虫,丝滑的,慢的,光滑的,惊喜,摇摆不定,,,,,,,,,,,,,,,
D,Under That Rock,grub,silky,slow,smooth,surprises,wiggly,,,,,,,,,,,,,,,
D,不,百合,不 ！,无聊的,蝴蝶,灰色的,跳了,蜥蜴,玩,,,,,,,,,,,,,
D,No,Lily,Don't !,bored,butterfly,gray,jumped,lizard,play,,,,,,,,,,,,,
D,波莉下车,笼,孩子们,飞了,小路,操场,安全的,,,,,,,,,,,,,,,
D,Polly Gets Out,cage,children,flew,path,playground,safe,,,,,,,,,,,,,,,
D,莉莉猫,圈起来的,长椅,交叉的,卷曲的,跳了,漫步,,,,,,,,,,,,,,,
D,Lily the Cat,circled,couch,crossed,curled,jumped,strolled,,,,,,,,,,,,,,,
D,昆虫翅膀,清除,封面,昆虫,斑,黄蜂,翅膀,,,,,,,,,,,,,,,
D,Insect Wings,clear,covers,insects,spotted,wasp,wings,,,,,,,,,,,,,,,
D,动物角,羚羊,弯曲,斗争,喇叭,抓挠,直的,,,,,,,,,,,,,,,
D,Animal Horns,antelope,curved,fighting,horns,scratching,straight,,,,,,,,,,,,,,,
D,前往树林,灌木丛,攀爬,爬行,隐藏,松鼠,树林,,,,,,,,,,,,,,,
D,To the Woods,bushes,climbs,crawl,hiding,squirrel,woods,,,,,,,,,,,,,,,
D,繁忙的池塘,忙碌的,香蒲,睡莲叶,池塘,海龟,水,,,,,,,,,,,,,,,
D,The Busy Pond,busy,cattails,lily pads,pond,turtles,water,,,,,,,,,,,,,,,
D,戏弄蝌蚪,青蛙,长大了,喜欢,奇怪的,奇怪的,蝌蚪,,,,,,,,,,,,,,,
D,Tadpole Teasing,frog,grew,like,odd,strange,tadpole,,,,,,,,,,,,,,,
D,蔓越莓,沼泽,蔓越莓,干的,水果,酱,酸,,,,,,,,,,,,,,,
D,Cranberries,bogs,cranberries,dried,fruits,sauce,tart,,,,,,,,,,,,,,,
D,水獭,惊人的,气息,捕捉,毛皮,水獭,游泳,,,,,,,,,,,,,,,
D,River Otters,amazing,breath,catching,fur,river otters,swimming,,,,,,,,,,,,,,,
D,驯鹿是真实的,出生,真实的,驯鹿,雪橇,旅行,称重,,,,,,,,,,,,,,,
D,Reindeer Are Real,born,real,reindeer,sleds,travel,weigh,,,,,,,,,,,,,,,
